addr_st,addr_xst,city,state,address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"N COLLEGE AV","E PONTIAC WY",Fresno,CA,"N COLLEGE AV and E PONTIAC WY",36.789494,-119.797293,1,intersection,,"E Pontiac Way",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"E LYELL AV","S CHESTNUT AV",Fresno,CA,"E LYELL AV and S CHESTNUT AV",36.729566,-119.738719,0.76,intersection,,"E Lyell Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W GEARY ST","S ARTHUR AV",Fresno,CA,"W GEARY ST and S ARTHUR AV",36.718613,-119.815597,1,intersection,,"S Arthur Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"S WHITNEY AV","E HAMILTON AV",Fresno,CA,"S WHITNEY AV and E HAMILTON AV",36.724879,-119.740088,1,intersection,,"E Hamilton Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E HUNTINGTON BL","S FIRST ST",Fresno,CA,"E HUNTINGTON BL and S FIRST ST",36.73939,-119.772437,1,intersection,,"E Huntington Blvd",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N FIFTH ST","E SIERRA AV",Fresno,CA,"N FIFTH ST and E SIERRA AV",36.830256,-119.765886,0.98,intersection,,"E Sierra Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"W FLORADORA AV","N ADOLINE AV",Fresno,CA,"W FLORADORA AV and N ADOLINE AV",36.761206,-119.814246,1,intersection,,"N Adoline Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
2F12,TWEDT,Fresno,CA,"2F12 and TWEDT",0,0,0,,"Could not geocode address. Postal code or city required.",,,,,,,,,
"R ST","MARIPOSA ST",Fresno,CA,"R ST and MARIPOSA ST",36.740709,-119.78303,1,intersection,,"Mariposa St",,,Fresno,CA,"Fresno County",93721,US,"TIGER/Line® dataset from the US Census Bureau"
"N CLARK ST","E PORTOLA AV",Fresno,CA,"N CLARK ST and E PORTOLA AV",36.802776,-119.788123,0.76,intersection,,"E Portola Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E MCKINLEY AV","N CLOVIS AV",Fresno,CA,"E MCKINLEY AV and N CLOVIS AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"E DAKOTA AV","N WINERY AV",Fresno,CA,"E DAKOTA AV and N WINERY AV",36.786766,-119.731707,0.94,intersection,,"E Dakota Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N FIRST ST","E WILLIS AV",Fresno,CA,"N FIRST ST and E WILLIS AV",36.795542,-119.77348,0.88,intersection,,"E Willis Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E ONEILL AV","S PLUMAS AV",Fresno,CA,"E ONEILL AV and S PLUMAS AV",36.736924,-119.811455,0.8,intersection,,"E O'neil Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N GRANVILLE AV","E BEHYMER AV",Fresno,CA,"N GRANVILLE AV and E BEHYMER AV",36.87657,-119.755781,1,street_center,,"N Granville Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"S ORANGE AV","E LAURITE AV",Fresno,CA,"S ORANGE AV and E LAURITE AV",36.711261,-119.76367,1,intersection,,"E Laurite Ave",,,Fresno,CA,"Fresno County",93725,US,"TIGER/Line® dataset from the US Census Bureau"
"W HAMPTON WY","N CRYSTAL AV",Fresno,CA,"W HAMPTON WY and N CRYSTAL AV",36.792316,-119.831353,0.89,intersection,,"N Crystal Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N HELM AV","E MCKINLEY AV",Fresno,CA,"N HELM AV and E MCKINLEY AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"W WILLIS AV","N MILBURN AV",Fresno,CA,"W WILLIS AV and N MILBURN AV",36.795305,-119.876335,1,intersection,,"N Milburn Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"S THIRD ST","E VENTURA AV",Fresno,CA,"S THIRD ST and E VENTURA AV",36.735868,-119.769266,0.8,intersection,,"S 3rd St",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W FOUNTAIN WY","N LAFAYETTE AV",Fresno,CA,"W FOUNTAIN WY and N LAFAYETTE AV",36.781331,-119.838084,1,intersection,,"N Lafayette Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"W CALIMYRNA AV","N ALVA AV",Fresno,CA,"W CALIMYRNA AV and N ALVA AV",36.823717,-119.859246,1,intersection,,"N Alva Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"E TEAL CI","N EASTSHORE DR",Fresno,CA,"E TEAL CI and N EASTSHORE DR",36.880206,-119.77119,0.94,intersection,,"E Teal Cir",,,Fresno,CA,"Fresno County",93730,US,"TIGER/Line® dataset from the US Census Bureau"
"E LIBERTY HILL RD","E CHAMPLAIN DR",Fresno,CA,"E LIBERTY HILL RD and E CHAMPLAIN DR",36.873325,-119.765843,0.84,intersection,,"E Champlain Dr",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"S FOWLER AV","E NORTH AV",Fresno,CA,"S FOWLER AV and E NORTH AV",36.692793,-119.681945,1,intersection,,"E North Ave",,,Fresno,CA,"Fresno County",93725,US,"TIGER/Line® dataset from the US Census Bureau"
"S ROWELL AV","E EUGENIA AV",Fresno,CA,"S ROWELL AV and E EUGENIA AV",36.713329,-119.751937,0.86,intersection,,"E Eugenia Ave",,,Fresno,CA,"Fresno County",93725,US,"TIGER/Line® dataset from the US Census Bureau"
"N AUGUSTA ST","E CALIMYRNA AV",Fresno,CA,"N AUGUSTA ST and E CALIMYRNA AV",36.824349,-119.781333,0.78,intersection,,"E Calimyrna Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"W FLINT WY","N KAVANAGH AV",Fresno,CA,"W FLINT WY and N KAVANAGH AV",36.787759,-119.837419,1,intersection,,"N Kavanagh Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"F ST","LOS ANGELES ST",Fresno,CA,"F ST and LOS ANGELES ST",36.72255,-119.786271,1,intersection,,"F St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E MAYFAIR BL","E NORRIS DR S",Fresno,CA,"E MAYFAIR BL and E NORRIS DR S",36.767632,-119.769228,0.8,intersection,,"Mayfair Blvd",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"RIO VIS",NA,Fresno,CA,"RIO VIS and NA",36.664257,-119.47567,0.9,street_center,,"Rio Vis",,,Reedley,CA,"Fresno County",93654,US,"TIGER/Line® dataset from the US Census Bureau"
"N FULTON ST","E BREMER AV",Fresno,CA,"N FULTON ST and E BREMER AV",36.752924,-119.800323,1,intersection,,"E Bremer Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"E FALLBROOK AV","N BOND ST",Fresno,CA,"E FALLBROOK AV and N BOND ST",36.849029,-119.768495,0.65,intersection,,"E Fallbrook Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"N AUGUSTA ST","E HOLLAND AV",Fresno,CA,"N AUGUSTA ST and E HOLLAND AV",36.797717,-119.779125,0.96,intersection,,"E Holland Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E THOMAS AV","N SIXTH ST",Fresno,CA,"E THOMAS AV and N SIXTH ST",36.753253,-119.76459,0.96,intersection,,"E Thomas Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E PLATT AV","S EIGHTH ST",Fresno,CA,"E PLATT AV and S EIGHTH ST",36.741818,-119.761055,1,intersection,,"E Platt Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W GETTYSBURG AV","N CARNEGIE AV",Fresno,CA,"W GETTYSBURG AV and N CARNEGIE AV",36.800789,-119.893473,1,intersection,,"N Carnegie Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E MONO AV","S SUNNYSIDE AV",Fresno,CA,"E MONO AV and S SUNNYSIDE AV",36.737111,-119.688612,0.7,intersection,,"E Mono St",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E DWIGHT WY","S WHITNEY AV",Fresno,CA,"E DWIGHT WY and S WHITNEY AV",36.721858,-119.739783,1,intersection,,"E Dwight Way",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N CHESTNUT AV","E HERNDON AV",Fresno,CA,"N CHESTNUT AV and E HERNDON AV",36.837603,-119.736115,1,intersection,,"E Herndon Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"N SARATOGA AV","W GRIFFITH WY",Fresno,CA,"N SARATOGA AV and W GRIFFITH WY",36.784121,-119.863937,1,street_center,,"N Saratoga Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N GROUSE RUN","E MOCKINGBIRD LN",Fresno,CA,"N GROUSE RUN and E MOCKINGBIRD LN",36.883263,-119.767586,1,intersection,,"E Mockingbird Ln",,,Fresno,CA,"Fresno County",93730,US,"TIGER/Line® dataset from the US Census Bureau"
"E CHELSEA DR","N CHANCE AV",Fresno,CA,"E CHELSEA DR and N CHANCE AV",36.878092,-119.752337,1,intersection,,"E Chelsea Dr",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"W RICHERT AV","W SWIFT AV",Fresno,CA,"W RICHERT AV and W SWIFT AV",36.796402,-119.867198,1,intersection,,"W Richert Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N LAUREEN AV","E NORWICH AV",Fresno,CA,"N LAUREEN AV and E NORWICH AV",36.800474,-119.732595,1,intersection,,"E Norwich Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N FRIANT RD","E COPPER AV",Fresno,CA,"N FRIANT RD and E COPPER AV",36.894888,-119.765262,0.93,intersection,,"E Copper Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"N STATE ST","W ATHENS AV",Fresno,CA,"N STATE ST and W ATHENS AV",36.844795,-119.886506,0.8,intersection,,"N State Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E CHURCH AV","S SIERRA VISTA AV",Fresno,CA,"E CHURCH AV and S SIERRA VISTA AV",36.714168,-119.778335,0.8,intersection,,"E Church Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E FLORADORA AV","N HELM AV",Fresno,CA,"E FLORADORA AV and N HELM AV",36.760877,-119.722785,1,intersection,,"E Floradora Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"FRWY 41",NA,Fresno,CA,"FRWY 41 and NA",0,0,0,,"Could not geocode address. Postal code or city required.",,,,,,,,,
"N HUGHES AV","W MCKINLEY AV",Fresno,CA,"N HUGHES AV and W MCKINLEY AV",36.764676,-119.835521,0.8,intersection,,"N Hughes Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"E ST JAMES CI","N HICKORY HILL DR",Fresno,CA,"E ST JAMES CI and N HICKORY HILL DR",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"N BRENT AV","W WRENWOOD LN",Fresno,CA,"N BRENT AV and W WRENWOOD LN",36.816412,-119.905816,0.92,intersection,,"N Brent Ave",,,Fresno,CA,"Fresno County",93723,US,"TIGER/Line® dataset from the US Census Bureau"
"W CLINTON AV","N POLK AV",Fresno,CA,"W CLINTON AV and N POLK AV",36.771746,-119.889258,1,intersection,,"N Polk Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W SHAW AV","N ARTHUR AV",Fresno,CA,"W SHAW AV and N ARTHUR AV",36.810167,-119.81518,0.91,intersection,,"N Arthur Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"W TERRACE AV","N HULBERT AV",Fresno,CA,"W TERRACE AV and N HULBERT AV",36.773772,-119.834383,1,intersection,,"N Hulbert Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E TERRACE AV","N ORCHARD ST",Fresno,CA,"E TERRACE AV and N ORCHARD ST",36.773185,-119.774773,1,intersection,,"E Terrace Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"E FEDORA AV","N MAROA AV",Fresno,CA,"E FEDORA AV and N MAROA AV",36.784013,-119.799447,1,intersection,,"E Fedora Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"N EFFIE ST","E SIMPSON AV",Fresno,CA,"N EFFIE ST and E SIMPSON AV",36.778538,-119.788304,1,intersection,,"E Simpson Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"E BALCH AV","S MAPLE AV",Fresno,CA,"E BALCH AV and S MAPLE AV",36.738582,-119.747719,0.77,intersection,,"E Balch Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W ALAMOS AV","N SONORA LN",Fresno,CA,"W ALAMOS AV and N SONORA LN",36.805446,-119.86591,0.54,intersection,,"N Sonora Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N CHESTNUT AV","E SHIELDS AV",Fresno,CA,"N CHESTNUT AV and E SHIELDS AV",36.779496,-119.736258,0.97,intersection,,"E Shields Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"W FAIRMONT AV","N CRYSTAL AV",Fresno,CA,"W FAIRMONT AV and N CRYSTAL AV",36.806985,-119.830234,1,intersection,,"N Crystal Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"W GRIFFITH WY","N WARREN AV",Fresno,CA,"W GRIFFITH WY and N WARREN AV",36.789462,-119.828701,0.96,intersection,,"N Warren Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"W ROBINSON AV","N ARTHUR AV",Fresno,CA,"W ROBINSON AV and N ARTHUR AV",36.785727,-119.815275,1,intersection,,"N Arthur Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N ARTHUR AV","N WEBER AV",Fresno,CA,"N ARTHUR AV and N WEBER AV",36.752434,-119.815354,1,intersection,,"N Arthur Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"N CEDAR AV","E UNION AV",Fresno,CA,"N CEDAR AV and E UNION AV",36.771296,-119.754447,1,intersection,,"E Union Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
TIJUANA,MEXICO,Fresno,CA,"TIJUANA and MEXICO",36.8411,-119.801015,1,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"E CLAY AV","N CHESTNUT AV",Fresno,CA,"E CLAY AV and N CHESTNUT AV",36.7568,-119.73664,0.97,intersection,,"E Clay Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E MYERS AV","S PLUMAS AV",Fresno,CA,"E MYERS AV and S PLUMAS AV",36.724367,-119.811754,1,intersection,,"E Myers Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"S SEVENTH ST","E EL MONTE WY",Fresno,CA,"S SEVENTH ST and E EL MONTE WY",36.734308,-119.762406,1,intersection,,"E El Monte Way",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E ELLERY AV","N MILLBROOK AV",Fresno,CA,"E ELLERY AV and N MILLBROOK AV",36.828806,-119.767655,0.54,intersection,,"E Ellery Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"W PRINCETON AV","N MARTY AV",Fresno,CA,"W PRINCETON AV and N MARTY AV",36.775656,-119.8574,0.97,intersection,,"N Marty Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W HARVARD AV","N DELNO AV",Fresno,CA,"W HARVARD AV and N DELNO AV",36.773907,-119.819847,1,intersection,,"N Delno Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"W BULLARD AV","MINNEWAWA AV",Fresno,CA,"W BULLARD AV and MINNEWAWA AV",36.823014,-119.708885,1,intersection,,"Minnewawa Ave",,,Clovis,CA,"Fresno County",93612,US,"TIGER/Line® dataset from the US Census Bureau"
"N ABBY ST","E OLIVE AV",Fresno,CA,"N ABBY ST and E OLIVE AV",36.757239,-119.789215,1,intersection,,"E Olive Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"N ANGUS ST","E MESA AV",Fresno,CA,"N ANGUS ST and E MESA AV",36.824791,-119.776975,1,intersection,,"E Mesa Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"W CLINTON AV","N CAROL AV",Fresno,CA,"W CLINTON AV and N CAROL AV",36.771909,-119.850711,1,intersection,,"N Carol Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W BIRCH AV","N GREGORY AV",Fresno,CA,"W BIRCH AV and N GREGORY AV",36.841128,-119.897686,1,intersection,,"N Gregory Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E WOODWARD AV","S MAPLE AV",Fresno,CA,"E WOODWARD AV and S MAPLE AV",36.723196,-119.745565,1,intersection,,"E Woodward Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N FOURTH ST","E PORTALS AV",Fresno,CA,"N FOURTH ST and E PORTALS AV",36.816835,-119.766165,0.96,intersection,,"E Portals Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"N DELNO AV","W MICHIGAN AV",Fresno,CA,"N DELNO AV and W MICHIGAN AV",36.776586,-119.820453,1,intersection,,"N Delno Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"S HARDT AV","W NORTH AV",Fresno,CA,"S HARDT AV and W NORTH AV",36.694021,-119.809714,0.71,intersection,,"S Hardt St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N VAGEDES AV","W CLINTON AV",Fresno,CA,"N VAGEDES AV and W CLINTON AV",36.772075,-119.816492,1,intersection,,"N Vagedes Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E DIVISADERO ST","U ST",Fresno,CA,"E DIVISADERO ST and U ST",36.743296,-119.780351,0.8,intersection,,"Divisadero St",,,Fresno,CA,"Fresno County",93721,US,"TIGER/Line® dataset from the US Census Bureau"
"N JACKSON AV","E WHITE AV",Fresno,CA,"N JACKSON AV and E WHITE AV",36.751363,-119.747658,1,intersection,,"E White Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N PALM AV",NA,Fresno,CA,"N PALM AV and NA",36.790736,-119.808768,1,street_center,,"N Palm Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"H ST","N WEBER AV",Fresno,CA,"H ST and N WEBER AV",36.734057,-119.793661,1,street_center,,"H St",,,Fresno,CA,"Fresno County",93721,US,"TIGER/Line® dataset from the US Census Bureau"
"W SAN GABRIEL AV","N HAYES AV",Fresno,CA,"W SAN GABRIEL AV and N HAYES AV",36.803327,-119.838855,1,street_center,,"W San Gabriel Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E KINGS CANYON RD","N BURGAN AV",Fresno,CA,"E KINGS CANYON RD and N BURGAN AV",36.736938,-119.677547,0.95,intersection,,"E Kings Canyon Rd",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W KEARNEY BL","S TEILMAN AV",Fresno,CA,"W KEARNEY BL and S TEILMAN AV",36.728566,-119.822071,1,intersection,,"S Teilman Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E HAMPTON WY","N MILLBROOK AV",Fresno,CA,"E HAMPTON WY and N MILLBROOK AV",36.791292,-119.763301,1,intersection,,"E Hampton Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E MCKENZIE AV","N ELEVENTH ST",Fresno,CA,"E MCKENZIE AV and N ELEVENTH ST",36.746825,-119.756717,0.65,intersection,,"E McKenzie Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W BULLARD AV","N FORKNER AV",Fresno,CA,"W BULLARD AV and N FORKNER AV",36.822736,-119.830806,1,intersection,,"N Forkner Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"N LORNA AV","N EMERSON AV",Fresno,CA,"N LORNA AV and N EMERSON AV",36.799473,-119.838416,1,intersection,,"N Emerson Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E HARVEY AV","N JACKSON AV",Fresno,CA,"E HARVEY AV and N JACKSON AV",36.754087,-119.747677,1,intersection,,"E Harvey Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"S FIRST ST","E TULARE ST",Fresno,CA,"S FIRST ST and E TULARE ST",36.755888,-119.772487,0.8,intersection,,"E Tyler Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"S ARTHUR AV","W GROVE AV",Fresno,CA,"S ARTHUR AV and W GROVE AV",36.710374,-119.815655,1,intersection,,"S Arthur Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N KATY LN","N PARKWAY DR",Fresno,CA,"N KATY LN and N PARKWAY DR",36.798724,-119.87441,0.8,intersection,,"N Katy Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W PALO ALTO AV","N BRIX AV",Fresno,CA,"W PALO ALTO AV and N BRIX AV",36.83268,-119.881399,0.96,intersection,,"N Brix Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"S SUNNYSIDE AV","E GARRETT AV",Fresno,CA,"S SUNNYSIDE AV and E GARRETT AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"N THIRD ST","E MICHIGAN AV",Fresno,CA,"N THIRD ST and E MICHIGAN AV",36.776274,-119.769667,0.95,intersection,,"E Michigan Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"W BIRCH AV","N DEWEY AV",Fresno,CA,"W BIRCH AV and N DEWEY AV",36.841971,-119.859652,1,intersection,,"N Dewey Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"W BARSTOW AV","N MAROA AV",Fresno,CA,"W BARSTOW AV and N MAROA AV",36.815666,-119.799406,1,intersection,,"N Maroa Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"N PALM AV","E GETTYSBURG AV",Fresno,CA,"N PALM AV and E GETTYSBURG AV",36.80113,-119.808533,1,intersection,,"E Gettysburg Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"E HOME AV","N FINE AV",Fresno,CA,"E HOME AV and N FINE AV",36.762065,-119.728245,1,intersection,,"E Home Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"S FRWY 41","S FRWY 99",Fresno,CA,"S FRWY 41 and S FRWY 99",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"W ALAMOS AV","N FRUIT AV",Fresno,CA,"W ALAMOS AV and N FRUIT AV",36.805737,-119.81746,0.75,intersection,,"N Fruit Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N MAPLE AV","E GRANT AV",Fresno,CA,"N MAPLE AV and E GRANT AV",36.748643,-119.745419,1,intersection,,"E Grant Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W DOVEWOOD LN","N TORREY PINES AV",Fresno,CA,"W DOVEWOOD LN and N TORREY PINES AV",36.81959,-119.910218,0.73,intersection,,"N Torrey Pines Ave",,,Fresno,CA,"Fresno County",93723,US,"TIGER/Line® dataset from the US Census Bureau"
"N VAN NESS AV","N MAROA AV",Fresno,CA,"N VAN NESS AV and N MAROA AV",36.767669,-119.799554,0.98,intersection,,"N Maroa Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"E LA QUINTA DR","N SIERRA VISTA AV",Fresno,CA,"E LA QUINTA DR and N SIERRA VISTA AV",36.881779,-119.74273,0.96,intersection,,"E La Quinta Dr",,,Fresno,CA,"Fresno County",93730,US,"TIGER/Line® dataset from the US Census Bureau"
"INYO ST","FULTON ST",Fresno,CA,"INYO ST and FULTON ST",36.730927,-119.786859,0.91,intersection,,"Fulton St",,,Fresno,CA,"Fresno County",93721,US,"TIGER/Line® dataset from the US Census Bureau"
"W EVERETT AV","N PRINCESS AV",Fresno,CA,"W EVERETT AV and N PRINCESS AV",36.849026,-119.898369,1,intersection,,"N Princess Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E TURNER AV","N MILLBROOK AV",Fresno,CA,"E TURNER AV and N MILLBROOK AV",36.752271,-119.763461,1,intersection,,"E Turner Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E HARVEY AV","N SIERRA VISTA AV",Fresno,CA,"E HARVEY AV and N SIERRA VISTA AV",36.754089,-119.740892,1,intersection,,"E Harvey Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
